,t_good_pred,t_brier,t_entropy,t_confidence
69,False,9.0,1.1920930376163597e-07,1.0
70,False,9.0,1.1920930376163597e-07,1.0
71,True,9.0,1.2089269318948936e-07,1.0
72,True,9.0,1.1920930376163597e-07,1.0
73,True,9.0,1.1920930376163597e-07,1.0
74,False,9.0,1.1920930376163597e-07,1.0
75,False,9.0,1.1920930376163597e-07,1.0
76,False,9.0,1.1920930376163597e-07,1.0
77,True,9.0,1.1920930376163597e-07,1.0
78,False,9.0,1.1920930376163597e-07,1.0
79,False,9.0,1.1920930376163597e-07,1.0
80,False,9.0,1.1920930376163597e-07,1.0
81,False,9.0,1.1920930376163597e-07,1.0
82,False,9.0,1.1920930376163597e-07,1.0
83,False,9.0,1.1920930376163597e-07,1.0
84,False,9.0,1.1920930376163597e-07,1.0
85,False,9.0,1.1920930376163597e-07,1.0
86,False,9.0,1.1920930376163597e-07,1.0
87,False,9.0,1.1920930376163597e-07,1.0
88,True,9.0,1.1920930376163597e-07,1.0
89,False,9.0,1.1920930376163597e-07,1.0
90,False,9.0,1.1920930376163597e-07,1.0
91,False,9.0,1.1920930376163597e-07,1.0
92,False,9.0,1.1920930376163597e-07,1.0
93,False,9.0,1.1920930376163597e-07,1.0
94,False,9.0,1.1920930376163597e-07,1.0
95,False,9.0,1.1920930376163597e-07,1.0
96,False,9.0,1.1920930376163597e-07,1.0
97,True,9.0,1.1920930376163597e-07,1.0
98,False,9.0,1.1920930376163597e-07,1.0
99,False,9.0,1.1920930376163597e-07,1.0
100,False,9.0,1.1920930376163597e-07,1.0
101,False,9.0,1.1920930376163597e-07,1.0
102,False,9.0,1.1920930376163597e-07,1.0
103,False,9.0,1.1920930376163597e-07,1.0
104,True,9.0,1.1920930376163597e-07,1.0
105,False,9.0,1.1920930376163597e-07,1.0
106,False,9.0,1.1920930376163597e-07,1.0
107,False,9.0,1.1920930376163597e-07,1.0
108,False,9.0,1.1920930376163597e-07,1.0
109,False,9.0,1.1920930376163597e-07,1.0
110,False,9.0,1.1920930376163597e-07,1.0
111,False,9.0,1.1920930376163597e-07,1.0
112,False,9.0,1.1920930376163597e-07,1.0
113,False,9.0,1.1920930376163597e-07,1.0
114,False,9.0,1.1920930376163597e-07,1.0
115,False,8.624202728271484,0.5632102489471436,0.7492019534111023
116,False,9.0,1.19774995255284e-07,1.0
117,False,9.0,1.1920930376163597e-07,1.0
118,False,9.0,1.1920930376163597e-07,1.0
119,False,9.0,1.1920930376163597e-07,1.0
120,False,9.0,1.1920930376163597e-07,1.0
121,False,9.0,1.1920930376163597e-07,1.0
122,False,9.0,1.1920930376163597e-07,1.0
123,False,9.0,1.1920930376163597e-07,1.0
124,True,9.0,1.1920930376163597e-07,1.0
125,False,9.0,1.1920930376163597e-07,1.0
126,False,9.0,1.1920930376163597e-07,1.0
127,False,9.0,1.1920930376163597e-07,1.0
128,True,9.0,1.1920930376163597e-07,1.0
129,False,9.0,1.1920930376163597e-07,1.0
130,False,9.0,1.1920930376163597e-07,1.0
131,False,9.0,1.1920930376163597e-07,1.0
132,False,9.0,1.1920930376163597e-07,1.0
133,False,9.0,1.1920930376163597e-07,1.0
134,False,9.0,1.1920930376163597e-07,1.0
135,False,9.0,1.1920930376163597e-07,1.0
136,False,9.0,1.1920930376163597e-07,1.0
137,False,9.0,1.1920930376163597e-07,1.0
138,False,9.0,1.1920930376163597e-07,1.0
139,False,9.0,1.1920930376163597e-07,1.0
140,False,9.0,1.1920930376163597e-07,1.0
141,False,9.0,1.1920930376163597e-07,1.0
142,False,9.0,1.1920930376163597e-07,1.0
143,False,9.0,1.1920930376163597e-07,1.0
144,False,9.0,1.1920930376163597e-07,1.0
145,False,9.0,1.1920930376163597e-07,1.0
146,False,9.0,1.1920930376163597e-07,1.0
147,False,9.0,1.1920930376163597e-07,1.0
148,False,9.0,1.1920930376163597e-07,1.0
149,False,9.0,1.1920930376163597e-07,1.0
150,True,9.0,1.1920930376163597e-07,1.0
151,False,9.0,1.1920930376163597e-07,1.0
152,True,9.0,1.1920930376163597e-07,1.0
153,False,9.0,1.1920930376163597e-07,1.0
154,False,9.0,1.1920930376163597e-07,1.0
155,False,9.0,1.1920930376163597e-07,1.0
156,False,9.0,1.1920930376163597e-07,1.0
157,False,9.0,1.1920930376163597e-07,1.0
158,False,9.0,1.1920930376163597e-07,1.0
159,False,9.0,1.1920930376163597e-07,1.0
160,True,8.0,1.1920930376163597e-07,1.0
161,False,8.0,1.1920930376163597e-07,1.0
162,False,8.0,1.1920930376163597e-07,1.0
163,False,8.0,1.1920930376163597e-07,1.0
164,True,8.0,1.1920930376163597e-07,1.0
165,False,10.0,1.1920930376163597e-07,1.0
166,False,8.0,1.1920930376163597e-07,1.0
167,False,8.0,1.1920930376163597e-07,1.0
168,False,8.0,1.1920930376163597e-07,1.0
169,False,8.0,1.1920930376163597e-07,1.0
170,False,8.0,7.20967136658146e-07,1.0
171,False,8.0,1.1920930376163597e-07,1.0
172,False,8.0,1.1920930376163597e-07,1.0
173,False,7.9999098777771,0.0004966382985003293,0.9999548196792603
174,True,8.0,1.1920930376163597e-07,1.0
175,False,8.0,1.1920930376163597e-07,1.0
176,False,7.997244834899902,0.010464544408023357,0.9986203908920288
177,False,8.0,1.1920930376163597e-07,1.0
178,False,8.0,1.1920930376163597e-07,1.0
179,False,8.0,1.1920930376163597e-07,1.0
180,False,8.0,1.1920930376163597e-07,1.0
181,False,8.0,1.1920930376163597e-07,1.0
182,False,8.0,1.1921544285087293e-07,1.0
183,False,10.0,1.1920930376163597e-07,1.0
184,False,7.981986045837402,0.05177605152130127,0.9909101128578186
185,False,8.0,1.1920930376163597e-07,1.0
186,False,8.0,1.1920930376163597e-07,1.0
187,False,8.0,1.1920930376163597e-07,1.0
188,False,8.0,1.1920930376163597e-07,1.0
189,False,8.0,1.1920930376163597e-07,1.0
190,False,8.0,1.1920930376163597e-07,1.0
191,False,8.0,1.1920930376163597e-07,1.0
192,False,9.0,1.1920930376163597e-07,1.0
193,False,9.0,1.1920930376163597e-07,1.0
194,True,9.0,1.1920930376163597e-07,1.0
195,False,9.0,1.1920930376163597e-07,1.0
196,False,9.0,1.1920930376163597e-07,1.0
197,True,9.0,1.1920930376163597e-07,1.0
198,False,9.0,1.1920930376163597e-07,1.0
199,False,9.0,1.1920930376163597e-07,1.0
200,False,9.0,1.1920930376163597e-07,1.0
201,False,9.0,1.1920930376163597e-07,1.0
202,False,9.0,1.1920930376163597e-07,1.0
203,False,9.0,1.1920930376163597e-07,1.0
204,False,9.0,5.935784770372265e-07,1.0
205,False,9.0,1.1920930376163597e-07,1.0
206,False,9.0,1.1920930376163597e-07,1.0
207,False,9.0,1.1920955955702084e-07,1.0
208,False,8.852078437805176,0.27981752157211304,0.91957026720047
209,False,9.0,1.1920930376163597e-07,1.0
210,True,9.0,1.1920930376163597e-07,1.0
211,False,9.0,1.1920930376163597e-07,1.0
212,True,9.0,1.1920930376163597e-07,1.0
213,False,9.0,1.1920930376163597e-07,1.0
214,True,9.0,1.1920930376163597e-07,1.0
215,False,9.0,1.1920930376163597e-07,1.0
216,False,9.0,1.1920930376163597e-07,1.0
217,False,9.0,1.1920930376163597e-07,1.0
218,False,9.0,1.1920930376163597e-07,1.0
219,False,9.0,1.1920930376163597e-07,1.0
220,False,9.0,1.1920930376163597e-07,1.0
221,False,9.0,1.1920930376163597e-07,1.0
222,False,9.0,1.1920930376163597e-07,1.0
223,False,9.0,1.1920930376163597e-07,1.0
224,False,9.0,1.1920930376163597e-07,1.0
225,False,9.0,1.1920930376163597e-07,1.0
226,False,9.0,1.1920930376163597e-07,1.0
227,False,9.0,1.1920930376163597e-07,1.0
228,False,9.0,1.1920930376163597e-07,1.0
229,False,8.979462623596191,0.05772359296679497,0.9896237254142761
230,False,9.0,1.1920930376163597e-07,1.0
231,False,9.0,1.1920930376163597e-07,1.0
232,False,9.0,1.1920930376163597e-07,1.0
233,False,9.0,1.1920930376163597e-07,1.0
234,False,9.0,1.1920930376163597e-07,1.0
235,False,9.0,1.1920930376163597e-07,1.0
236,False,9.0,1.1920930376163597e-07,1.0
237,False,9.0,1.1920930376163597e-07,1.0
238,False,9.0,1.1920930376163597e-07,1.0
239,True,9.0,1.1920930376163597e-07,1.0
240,False,9.0,1.1920930376163597e-07,1.0
241,False,9.0,1.1920930376163597e-07,1.0
242,False,8.999024391174316,0.004212505184113979,0.9995118379592896
243,False,9.0,1.1920930376163597e-07,1.0
244,False,9.0,1.1920930376163597e-07,1.0
245,True,9.0,1.1920930376163597e-07,1.0
246,False,9.0,1.1920930376163597e-07,1.0
247,False,9.0,1.1920930376163597e-07,1.0
248,False,9.0,1.1920930376163597e-07,1.0
249,False,9.0,1.1920930376163597e-07,1.0
250,False,9.0,1.1920930376163597e-07,1.0
251,False,9.0,1.1920930376163597e-07,1.0
252,False,9.0,1.1920930376163597e-07,1.0
253,False,9.0,1.1920930376163597e-07,1.0
254,False,9.0,1.1920930376163597e-07,1.0
255,False,9.0,1.1920930376163597e-07,1.0
256,False,9.0,1.1920930376163597e-07,1.0
257,False,8.952888488769531,0.11373428255319595,0.9758617281913757
258,False,9.0,1.1920930376163597e-07,1.0
259,False,9.0,1.1920930376163597e-07,1.0
260,True,9.0,1.1920930376163597e-07,1.0
261,False,9.0,1.1920930376163597e-07,1.0
262,False,9.0,1.1920930376163597e-07,1.0
263,False,9.0,1.1920930376163597e-07,1.0
264,False,9.0,1.1920930376163597e-07,1.0
265,True,9.0,1.1920930376163597e-07,1.0
266,False,9.0,1.1920930376163597e-07,1.0
267,True,9.0,1.1920930376163597e-07,1.0
268,False,9.0,1.1920930376163597e-07,1.0
269,False,9.0,1.1920930376163597e-07,1.0
270,False,9.0,1.1920930376163597e-07,1.0
271,False,9.0,1.1920930376163597e-07,1.0
272,False,9.0,1.1920930376163597e-07,1.0
273,False,9.0,1.1920930376163597e-07,1.0
274,False,9.0,1.1920930376163597e-07,1.0
275,False,8.549888610839844,0.642394483089447,0.6579368710517883
276,True,9.0,1.1920930376163597e-07,1.0
277,False,9.0,1.1920930376163597e-07,1.0
278,False,9.0,1.1920930376163597e-07,1.0
279,False,9.0,1.1920930376163597e-07,1.0
280,False,9.0,1.1920930376163597e-07,1.0
281,True,9.0,1.1920930376163597e-07,1.0
282,False,9.0,1.1920930376163597e-07,1.0
283,False,9.0,1.1920930376163597e-07,1.0
284,False,9.0,1.1920930376163597e-07,1.0
285,False,9.0,1.1920930376163597e-07,1.0
286,False,9.0,1.1920930376163597e-07,1.0
287,False,9.0,1.1920930376163597e-07,1.0
288,False,9.0,1.1920930376163597e-07,1.0
289,False,9.0,1.1920930376163597e-07,1.0
290,True,9.0,1.1920930376163597e-07,1.0
291,False,9.0,1.1920930376163597e-07,1.0
292,True,9.0,1.1920930376163597e-07,1.0
293,False,9.0,1.1920930376163597e-07,1.0
294,False,8.633979797363281,0.5524322986602783,0.7588235139846802
295,True,9.0,1.1920930376163597e-07,1.0
296,False,9.0,1.1920930376163597e-07,1.0
297,False,9.0,1.1920930376163597e-07,1.0
298,False,9.0,1.1996557702786959e-07,1.0
299,False,9.0,1.1920930376163597e-07,1.0
300,False,9.0,1.1920930376163597e-07,1.0
301,False,9.0,1.1920930376163597e-07,1.0
302,False,9.0,1.1920930376163597e-07,1.0
303,False,9.0,1.1921113696189423e-07,1.0
304,False,9.0,1.1920930376163597e-07,1.0
305,False,9.0,1.1920930376163597e-07,1.0
306,False,9.0,1.1920930376163597e-07,1.0
307,False,9.0,1.1920930376163597e-07,1.0
308,False,9.0,1.1920930376163597e-07,1.0
309,False,9.0,1.1920930376163597e-07,1.0
310,False,9.0,1.1920930376163597e-07,1.0
311,False,9.0,1.1920930376163597e-07,1.0
312,False,9.0,1.1920930376163597e-07,1.0
313,False,9.0,1.1920930376163597e-07,1.0
314,False,9.0,1.1920930376163597e-07,1.0
315,False,9.0,1.1920930376163597e-07,1.0
316,False,9.0,1.1920930376163597e-07,1.0
317,False,9.0,1.1920930376163597e-07,1.0
318,False,9.0,1.1920930376163597e-07,1.0
319,False,9.0,1.1920930376163597e-07,1.0
320,False,9.0,1.1920930376163597e-07,1.0
321,False,9.0,1.1920930376163597e-07,1.0
322,False,9.0,1.1920930376163597e-07,1.0
323,False,9.0,1.1920930376163597e-07,1.0
324,True,9.0,1.1920930376163597e-07,1.0
325,True,9.0,1.1920930376163597e-07,1.0
326,False,9.0,1.1920930376163597e-07,1.0
327,False,9.0,1.1920930376163597e-07,1.0
328,False,9.0,1.1920930376163597e-07,1.0
329,False,9.0,1.1920930376163597e-07,1.0
330,False,9.0,1.1920930376163597e-07,1.0
331,False,9.0,1.1920930376163597e-07,1.0
332,False,9.0,1.1920930376163597e-07,1.0
333,True,9.0,1.1920930376163597e-07,1.0
334,False,9.0,1.1920930376163597e-07,1.0
335,False,9.0,1.1920930376163597e-07,1.0
336,False,9.0,1.1920930376163597e-07,1.0
337,False,9.0,1.1920930376163597e-07,1.0
338,False,9.0,1.1920930376163597e-07,1.0
339,False,9.0,1.1920930376163597e-07,1.0
340,False,9.0,1.1920930376163597e-07,1.0
341,False,9.0,1.1920930376163597e-07,1.0
342,True,9.0,1.1920930376163597e-07,1.0
343,False,9.0,1.1920930376163597e-07,1.0
344,True,9.0,1.1920930376163597e-07,1.0
345,False,9.0,1.1920930376163597e-07,1.0
346,False,9.0,1.1920930376163597e-07,1.0
347,False,9.0,1.1920930376163597e-07,1.0
348,False,9.0,1.1920930376163597e-07,1.0
349,False,9.0,1.1920930376163597e-07,1.0
350,False,9.0,1.1920930376163597e-07,1.0
351,False,8.999154090881348,0.0037099705077707767,0.9995768666267395
352,False,8.0,1.1920930376163597e-07,1.0
353,False,8.0,1.1920930376163597e-07,1.0
354,False,10.0,1.1920930376163597e-07,1.0
355,False,10.0,1.1920930376163597e-07,1.0
356,True,8.0,1.1920930376163597e-07,1.0
357,False,8.0,1.1920930376163597e-07,1.0
358,False,8.0,1.1920930376163597e-07,1.0
359,False,8.221672058105469,0.6362273693084717,0.6670799255371094
360,False,8.0,1.1920930376163597e-07,1.0
361,False,10.0,1.1920930376163597e-07,1.0
362,False,9.967570304870605,0.04727024585008621,0.991859495639801
363,False,8.0,1.1920930376163597e-07,1.0
364,False,8.0,1.1920930376163597e-07,1.0
365,False,10.0,1.1920930376163597e-07,1.0
366,False,8.0,1.1920930376163597e-07,1.0
367,False,8.0,1.1920964482214913e-07,1.0
368,False,8.0,1.1920930376163597e-07,1.0
369,False,8.0,1.1920930376163597e-07,1.0
370,True,8.0,1.1920930376163597e-07,1.0
371,False,8.01252555847168,0.27666175365448,0.9208608865737915
372,False,8.0,1.1920930376163597e-07,1.0
373,False,8.0,1.1920930376163597e-07,1.0
374,False,8.0,1.1920930376163597e-07,1.0
375,True,8.0,1.1920930376163597e-07,1.0
376,False,8.0,1.1920930376163597e-07,1.0
377,False,10.0,1.1920930376163597e-07,1.0
378,False,7.991799354553223,0.026723705232143402,0.9958826303482056
379,False,8.0,1.1920930376163597e-07,1.0
380,False,8.0,1.1920930376163597e-07,1.0
381,False,10.0,1.1920930376163597e-07,1.0
382,False,8.0,1.1920930376163597e-07,1.0
383,False,10.0,1.1920930376163597e-07,1.0
384,False,8.0,1.1920930376163597e-07,1.0
385,False,8.0,1.1920930376163597e-07,1.0
386,False,8.0,1.1920930376163597e-07,1.0
387,True,8.0,1.1920930376163597e-07,1.0
388,True,8.0,1.1920930376163597e-07,1.0
389,True,8.0,1.1920930376163597e-07,1.0
390,False,8.0,1.1920930376163597e-07,1.0
391,False,7.7939229011535645,0.3601856231689453,0.8833554983139038
392,True,8.0,1.1920930376163597e-07,1.0
393,False,8.0,1.1920930376163597e-07,1.0
394,False,8.0,1.1920930376163597e-07,1.0
395,False,8.0,1.1920930376163597e-07,1.0
396,False,10.0,1.1920930376163597e-07,1.0
397,False,8.0,1.1920930376163597e-07,1.0
398,False,8.0,1.1920930376163597e-07,1.0
399,False,8.0,1.1920930376163597e-07,1.0
400,True,8.0,1.1920930376163597e-07,1.0
401,False,8.0,1.1920930376163597e-07,1.0
402,False,8.0,1.1920930376163597e-07,1.0
403,False,8.0,1.1920930376163597e-07,1.0
404,False,8.0,1.1920930376163597e-07,1.0
405,False,7.999941825866699,0.0003325223515275866,0.9999709129333496
406,False,8.0,1.1920930376163597e-07,1.0
407,True,8.0,1.1920930376163597e-07,1.0
408,True,8.0,1.1920930376163597e-07,1.0
409,True,8.0,1.1920930376163597e-07,1.0
410,True,8.0,1.1920930376163597e-07,1.0
411,True,8.0,1.1920930376163597e-07,1.0
412,False,8.0,1.1920930376163597e-07,1.0
413,False,8.0,1.1920930376163597e-07,1.0
414,False,10.0,1.1920930376163597e-07,1.0
415,True,8.0,1.1920930376163597e-07,1.0
416,False,7.0,1.1920930376163597e-07,1.0
417,False,7.0,1.1920930376163597e-07,1.0
418,True,7.0,1.1920930376163597e-07,1.0
419,True,7.0,1.1920930376163597e-07,1.0
420,False,7.0,1.1920930376163597e-07,1.0
421,False,7.0,1.1920930376163597e-07,1.0
422,True,7.0,1.1920930376163597e-07,1.0
423,False,7.0,1.1920930376163597e-07,1.0
424,False,7.0,1.1920930376163597e-07,1.0
425,False,7.0,1.1920930376163597e-07,1.0
426,True,7.0,1.1920930376163597e-07,1.0
427,False,7.0,1.1920930376163597e-07,1.0
428,True,7.0,1.1920930376163597e-07,1.0
429,False,7.0,1.1920930376163597e-07,1.0
430,False,7.0,1.1920930376163597e-07,1.0
431,True,7.0,1.1920930376163597e-07,1.0
432,True,7.0,1.1920930376163597e-07,1.0
433,False,7.0,1.1920930376163597e-07,1.0
434,True,7.0,1.1920930376163597e-07,1.0
435,False,7.0,1.1920930376163597e-07,1.0
436,True,7.0,1.1920930376163597e-07,1.0
437,False,7.0,1.1920930376163597e-07,1.0
438,False,7.0,1.1920930376163597e-07,1.0
439,False,7.0,1.1920930376163597e-07,1.0
440,True,7.0,1.1920930376163597e-07,1.0
441,False,7.0,1.1920930376163597e-07,1.0
442,False,7.0,1.1920930376163597e-07,1.0
443,False,7.0,1.1920930376163597e-07,1.0
444,True,7.0,1.1920930376163597e-07,1.0
445,False,7.0,1.1920930376163597e-07,1.0
446,False,7.0,1.1920930376163597e-07,1.0
447,False,7.0,1.1920930376163597e-07,1.0
448,False,7.0,1.1920930376163597e-07,1.0
449,False,7.0,1.1920930376163597e-07,1.0
450,False,7.0,1.1920930376163597e-07,1.0
451,False,9.0,1.1920930376163597e-07,1.0
452,False,9.0,1.1920930376163597e-07,1.0
453,False,7.0,1.1920930376163597e-07,1.0
454,False,7.0,1.1920930376163597e-07,1.0
455,False,7.0,1.1920930376163597e-07,1.0
456,False,9.0,1.1920930376163597e-07,1.0
457,True,7.0,1.1920930376163597e-07,1.0
458,True,7.0,1.1920930376163597e-07,1.0
459,False,9.0,1.2305346785979054e-07,1.0
460,False,9.0,1.1920930376163597e-07,1.0
461,False,9.0,1.1920930376163597e-07,1.0
462,False,9.0,1.1922081455395528e-07,1.0
463,False,7.0,1.1920930376163597e-07,1.0
464,False,7.0,1.1920930376163597e-07,1.0
465,True,7.0,1.1920930376163597e-07,1.0
466,False,9.0,1.1920930376163597e-07,1.0
467,False,7.0,1.1920930376163597e-07,1.0
468,True,7.0,1.1920930376163597e-07,1.0
469,False,7.0,1.1920930376163597e-07,1.0
470,False,7.0,1.1920930376163597e-07,1.0
471,True,7.0,1.1920930376163597e-07,1.0
472,False,7.0,1.1920930376163597e-07,1.0
473,False,7.0,1.1922507781036984e-07,1.0
474,True,7.0,1.1920930376163597e-07,1.0
475,False,7.0,1.1920930376163597e-07,1.0
476,False,7.0,1.1920930376163597e-07,1.0
477,False,7.0,1.1920930376163597e-07,1.0
478,False,7.0,1.1920930376163597e-07,1.0
479,False,9.0,1.1920930376163597e-07,1.0
480,False,9.0,1.1920930376163597e-07,1.0
481,False,9.0,1.1920930376163597e-07,1.0
482,False,9.0,1.1920930376163597e-07,1.0
483,False,9.0,1.1920930376163597e-07,1.0
484,False,9.0,1.1920930376163597e-07,1.0
485,False,9.0,1.1920930376163597e-07,1.0
486,False,9.0,1.1920930376163597e-07,1.0
487,False,9.0,1.1920930376163597e-07,1.0
488,False,8.540834426879883,0.6517384052276611,0.6428880095481873
489,False,9.0,1.1920930376163597e-07,1.0
490,False,9.0,1.1920930376163597e-07,1.0
491,False,9.0,1.1920930376163597e-07,1.0
492,False,8.999999046325684,7.506653219024884e-06,0.9999995231628418
493,False,9.0,1.1920930376163597e-07,1.0
494,False,9.0,1.1920930376163597e-07,1.0
495,True,9.0,1.1920930376163597e-07,1.0
496,False,9.0,1.1920930376163597e-07,1.0
497,True,8.959657669067383,0.10034730285406113,0.9794045686721802
498,True,8.999982833862305,0.00010686401219572872,0.9999915361404419
499,False,9.0,1.1920930376163597e-07,1.0
500,False,9.0,1.1920930376163597e-07,1.0
501,True,9.0,1.1920930376163597e-07,1.0
502,False,9.0,1.1920930376163597e-07,1.0
503,True,9.0,1.1920930376163597e-07,1.0
504,False,9.0,1.1920930376163597e-07,1.0
505,False,9.0,1.192093321833454e-07,1.0
506,False,9.0,1.1920930376163597e-07,1.0
507,False,8.98520278930664,0.04394266754388809,0.9925461411476135
508,False,9.0,1.1920930376163597e-07,1.0
509,True,9.0,7.800202297403303e-07,1.0
510,False,9.0,1.192137233374524e-07,1.0
511,False,9.0,1.1920930376163597e-07,1.0
512,False,8.0,1.1920930376163597e-07,1.0
513,False,8.000006675720215,0.013421429321169853,0.9981608986854553
514,False,7.9999613761901855,0.0002298073231941089,0.9999805688858032
515,False,10.0,1.1920930376163597e-07,1.0
516,False,8.0,1.1920930376163597e-07,1.0
517,False,8.0,1.1920930376163597e-07,1.0
518,False,8.0,1.1920930376163597e-07,1.0
519,False,8.0,1.1920930376163597e-07,1.0
520,False,8.0,1.1920930376163597e-07,1.0
521,False,8.0,1.1920930376163597e-07,1.0
522,False,8.0,1.1920930376163597e-07,1.0
523,False,8.0,1.1920930376163597e-07,1.0
524,False,8.0,1.1920930376163597e-07,1.0
525,False,8.0,1.1920930376163597e-07,1.0
526,False,8.0,1.1920930376163597e-07,1.0
527,True,7.925897598266602,0.16326400637626648,0.9614637494087219
528,False,8.0,1.1920930376163597e-07,1.0
529,True,8.0,1.1920930376163597e-07,1.0
530,False,8.0,1.1920930376163597e-07,1.0
531,False,8.0,1.1920940323761897e-07,1.0
532,False,8.0,1.1920930376163597e-07,1.0
533,False,8.0,1.1920930376163597e-07,1.0
534,False,8.0,1.1920930376163597e-07,1.0
535,False,8.0,1.1920930376163597e-07,1.0
536,False,8.0,1.1920930376163597e-07,1.0
537,True,8.0,1.1920930376163597e-07,1.0
538,False,8.0,1.1920930376163597e-07,1.0
539,False,8.0,1.1920930376163597e-07,1.0
540,False,8.0,1.1920930376163597e-07,1.0
541,False,8.0,1.1920930376163597e-07,1.0
542,False,8.0,1.1920930376163597e-07,1.0
543,False,8.0,1.1920930376163597e-07,1.0
544,False,9.0,1.1920930376163597e-07,1.0
545,False,9.0,1.1920930376163597e-07,1.0
546,False,9.0,1.1920930376163597e-07,1.0
547,True,9.0,1.1920930376163597e-07,1.0
548,False,9.0,1.1920930376163597e-07,1.0
549,False,9.0,1.1920930376163597e-07,1.0
550,False,9.0,1.1920930376163597e-07,1.0
551,False,9.0,1.1920930376163597e-07,1.0
552,False,9.0,4.01141869588173e-06,0.9999997615814209
553,False,9.0,1.1920930376163597e-07,1.0
554,False,9.0,1.1920930376163597e-07,1.0
555,False,9.0,1.1920930376163597e-07,1.0
556,False,9.0,1.6143548009495134e-07,1.0
557,False,8.999610900878906,0.0018592997221276164,0.9998051524162292
558,False,9.0,1.1920930376163597e-07,1.0
559,False,9.0,1.1920930376163597e-07,1.0
560,False,9.0,1.1920930376163597e-07,1.0
561,True,9.0,1.1920930376163597e-07,1.0
562,False,9.0,1.1920930376163597e-07,1.0
563,False,9.0,1.1920930376163597e-07,1.0
564,False,9.0,1.1920948850274726e-07,1.0
565,False,9.0,1.1920930376163597e-07,1.0
566,False,9.0,1.1920930376163597e-07,1.0
567,False,9.0,1.1920930376163597e-07,1.0
568,False,9.0,1.1920930376163597e-07,1.0
569,False,9.0,1.1920930376163597e-07,1.0
570,False,9.0,1.1920930376163597e-07,1.0
571,False,9.0,1.1920930376163597e-07,1.0
572,False,9.0,1.1920930376163597e-07,1.0
573,False,9.0,1.1920930376163597e-07,1.0
