,t_good_pred,t_brier,t_entropy,t_confidence
67,0,2.0,1.1920930376163597e-07,1.0
68,0,2.0,1.1920930376163597e-07,1.0
69,0,2.0,1.1920930376163597e-07,1.0
70,0,2.0,1.1920930376163597e-07,1.0
71,0,2.0,1.1920930376163597e-07,1.0
72,1,0.0,1.1920930376163597e-07,1.0
73,0,2.0,1.1920930376163597e-07,1.0
74,0,2.0,1.1920930376163597e-07,1.0
75,0,2.0,1.1920930376163597e-07,1.0
76,0,2.0,1.1920930376163597e-07,1.0
77,0,2.0,1.1920930376163597e-07,1.0
78,0,2.0,1.1920930376163597e-07,1.0
79,0,2.0,1.1920930376163597e-07,1.0
80,0,2.0,1.1920930376163597e-07,1.0
81,0,2.0,1.1920930376163597e-07,1.0
82,1,0.0,1.1920930376163597e-07,1.0
83,0,2.0,1.1920930376163597e-07,1.0
84,0,2.0,1.1920930376163597e-07,1.0
85,0,2.0,1.1920930376163597e-07,1.0
86,0,2.0,1.1920930376163597e-07,1.0
87,0,1.9999918937683105,5.423028051154688e-05,0.9999959468841553
88,0,2.0,1.1920930376163597e-07,1.0
89,1,0.0,1.1920930376163597e-07,1.0
90,0,2.0,1.1920930376163597e-07,1.0
91,1,0.0,1.1920930376163597e-07,1.0
92,0,2.0,1.1920930376163597e-07,1.0
93,0,2.0,1.1920930376163597e-07,1.0
94,0,2.0,1.1920930376163597e-07,1.0
95,0,2.0,1.1920930376163597e-07,1.0
96,1,4.7792053884997553e-29,1.192094174484737e-07,1.0
97,0,2.0,1.1920930376163597e-07,1.0
98,0,2.0,1.1920930376163597e-07,1.0
99,0,2.0,1.1933914834116877e-07,1.0
100,0,2.0,1.1920930376163597e-07,1.0
101,0,2.0,1.1920930376163597e-07,1.0
102,0,2.0,1.1920930376163597e-07,1.0
103,0,2.0,1.1920930376163597e-07,1.0
104,1,0.0,1.1920930376163597e-07,1.0
105,0,2.0,1.1920930376163597e-07,1.0
106,0,2.0,1.1920930376163597e-07,1.0
107,0,2.0,1.1920930376163597e-07,1.0
108,0,2.0,1.1920930376163597e-07,1.0
109,0,2.0,1.1920930376163597e-07,1.0
110,0,2.0,1.1920930376163597e-07,1.0
111,0,2.0,1.1920930376163597e-07,1.0
112,0,2.0,1.1920930376163597e-07,1.0
113,1,0.0,1.1920930376163597e-07,1.0
114,0,2.0,1.1920930376163597e-07,1.0
115,0,2.0,1.1920930376163597e-07,1.0
116,0,2.0,1.1920930376163597e-07,1.0
117,0,2.0,1.1920930376163597e-07,1.0
118,0,2.0,1.1920930376163597e-07,1.0
119,0,2.0,1.1920930376163597e-07,1.0
120,0,2.0,1.1920930376163597e-07,1.0
121,1,0.0,1.1920930376163597e-07,1.0
122,0,2.0,1.1920930376163597e-07,1.0
123,0,2.0,1.1920930376163597e-07,1.0
124,0,2.0,1.1920930376163597e-07,1.0
125,1,2.3864056795513062e-39,1.1920930376163597e-07,1.0
126,1,0.0,1.1920930376163597e-07,1.0
127,0,2.0,1.1920930376163597e-07,1.0
128,0,2.0,1.1920930376163597e-07,1.0
129,0,2.0,1.1920930376163597e-07,1.0
130,0,2.0,1.1920930376163597e-07,1.0
131,1,0.0,1.1920930376163597e-07,1.0
132,0,2.0,1.1920930376163597e-07,1.0
133,0,2.0,1.1920930376163597e-07,1.0
134,1,0.0,1.1920930376163597e-07,1.0
135,0,2.0,1.1920930376163597e-07,1.0
136,0,2.0,1.1920930376163597e-07,1.0
137,0,2.0,1.1920930376163597e-07,1.0
138,0,2.0,1.1920930376163597e-07,1.0
139,0,2.0,1.1920930376163597e-07,1.0
140,0,2.0,1.1920930376163597e-07,1.0
141,0,2.0,1.1920930376163597e-07,1.0
142,0,2.0,1.1920930376163597e-07,1.0
143,0,2.0,1.1920930376163597e-07,1.0
144,0,2.0,1.1920930376163597e-07,1.0
145,0,2.0,1.1920930376163597e-07,1.0
146,1,0.0,1.1920930376163597e-07,1.0
147,0,2.0,1.1920930376163597e-07,1.0
148,0,2.0,1.1920930376163597e-07,1.0
149,0,2.0,1.1920930376163597e-07,1.0
150,0,2.0,1.1920930376163597e-07,1.0
151,0,2.0,1.1920930376163597e-07,1.0
152,1,0.0,1.1920930376163597e-07,1.0
153,0,2.0,1.1920930376163597e-07,1.0
154,0,2.0,1.1920930376163597e-07,1.0
155,0,2.0,1.1920930376163597e-07,1.0
156,1,0.0,1.1920930376163597e-07,1.0
157,1,0.0,1.1920930376163597e-07,1.0
158,0,2.0,1.1920930376163597e-07,1.0
159,0,2.0,1.1920930376163597e-07,1.0
160,0,2.0,1.192096164004397e-07,1.0
161,1,0.0,1.1920930376163597e-07,1.0
162,0,2.0,1.1920930376163597e-07,1.0
163,0,2.0,1.1920930376163597e-07,1.0
164,0,1.999999761581421,1.495533183515363e-06,0.9999998807907104
165,0,2.0,1.1920930376163597e-07,1.0
166,0,2.0,1.1920930376163597e-07,1.0
167,0,1.9106600284576416,0.18918342888355255,0.9531335234642029
168,1,0.0,1.1920930376163597e-07,1.0
169,0,2.0,1.1920930376163597e-07,1.0
170,1,0.0,1.1920930376163597e-07,1.0
171,0,2.0,1.288729407633582e-07,1.0
172,0,2.0,1.1920930376163597e-07,1.0
173,0,2.0,1.1920930376163597e-07,1.0
174,0,2.0,1.1920930376163597e-07,1.0
175,0,2.0,1.796853723590175e-07,1.0
176,0,2.0,1.1920930376163597e-07,1.0
177,0,2.0,1.1920930376163597e-07,1.0
178,0,2.0,1.1920930376163597e-07,1.0
179,0,2.0,1.1920930376163597e-07,1.0
180,0,2.0,1.1920930376163597e-07,1.0
181,0,2.0,1.1920930376163597e-07,1.0
182,0,2.0,1.1920930376163597e-07,1.0
183,0,2.0,1.1920930376163597e-07,1.0
184,0,2.0,1.1920930376163597e-07,1.0
185,1,0.0,1.1920930376163597e-07,1.0
186,0,2.0,1.1920930376163597e-07,1.0
187,1,0.0,1.1920930376163597e-07,1.0
188,1,0.0,1.1920930376163597e-07,1.0
189,1,0.0,1.1920930376163597e-07,1.0
190,0,2.0,1.1920930376163597e-07,1.0
191,1,0.0,1.1920930376163597e-07,1.0
192,0,2.0,1.1920930376163597e-07,1.0
193,0,2.0,1.1920930376163597e-07,1.0
194,0,2.0,1.1920930376163597e-07,1.0
195,0,2.0,1.1920930376163597e-07,1.0
196,0,2.0,1.1920930376163597e-07,1.0
197,0,2.0,1.1920930376163597e-07,1.0
198,0,2.0,1.1920930376163597e-07,1.0
199,1,0.0,1.1920930376163597e-07,1.0
200,0,2.0,1.1920930376163597e-07,1.0
201,0,2.0,1.1920930376163597e-07,1.0
202,1,0.0,1.1920930376163597e-07,1.0
203,0,2.0,1.1920930376163597e-07,1.0
204,1,0.0,1.1920930376163597e-07,1.0
205,0,1.999943494796753,0.00032370942062698305,0.9999717473983765
206,0,2.0,1.1920930376163597e-07,1.0
207,0,1.9990942478179932,0.003941087983548641,0.9995469450950623
208,0,2.0,1.1920930376163597e-07,1.0
209,0,2.0,1.1920930376163597e-07,1.0
210,0,2.0,1.1920930376163597e-07,1.0
211,0,2.0,1.1920930376163597e-07,1.0
212,0,2.0,1.1920930376163597e-07,1.0
213,0,2.0,1.1920930376163597e-07,1.0
214,0,2.0,1.1920930376163597e-07,1.0
215,1,0.0,1.1920930376163597e-07,1.0
216,0,2.0,1.1920930376163597e-07,1.0
217,0,1.9996941089630127,0.001496236422099173,0.9998470544815063
218,1,0.0,1.1920930376163597e-07,1.0
219,0,2.0,1.1920930376163597e-07,1.0
220,1,0.0,1.1920930376163597e-07,1.0
221,0,2.0,1.1920930376163597e-07,1.0
222,0,2.0,1.1920930376163597e-07,1.0
223,0,1.501725196838379,0.6914210319519043,0.5293698310852051
224,0,2.0,1.1920930376163597e-07,1.0
225,1,0.0,1.1920930376163597e-07,1.0
226,0,2.0,1.1920930376163597e-07,1.0
227,0,2.0,1.1920930376163597e-07,1.0
228,0,2.0,1.1920930376163597e-07,1.0
229,0,2.0,1.1920930376163597e-07,1.0
230,0,2.0,1.1920930376163597e-07,1.0
231,0,2.0,1.1920930376163597e-07,1.0
232,0,2.0,1.1920930376163597e-07,1.0
233,0,2.0,1.1920930376163597e-07,1.0
234,0,1.962859869003296,0.09383872896432877,0.9810716509819031
235,0,2.0,1.1920930376163597e-07,1.0
236,0,2.0,1.1920930376163597e-07,1.0
237,0,2.0,1.1920930376163597e-07,1.0
238,0,2.0,1.1920930376163597e-07,1.0
239,0,2.0,1.1920930376163597e-07,1.0
240,0,2.0,1.1920930376163597e-07,1.0
241,1,0.0,1.1920930376163597e-07,1.0
242,0,2.0,1.1920930376163597e-07,1.0
243,0,2.0,1.1920930376163597e-07,1.0
244,0,2.0,1.1920930376163597e-07,1.0
245,0,2.0,1.1920930376163597e-07,1.0
246,0,2.0,1.1920930376163597e-07,1.0
247,0,2.0,1.1920930376163597e-07,1.0
248,0,2.0,1.1920930376163597e-07,1.0
249,0,2.0,1.1920930376163597e-07,1.0
250,0,2.0,1.1920930376163597e-07,1.0
251,0,2.0,1.1920930376163597e-07,1.0
252,0,2.0,1.1920930376163597e-07,1.0
253,0,2.0,1.1920930376163597e-07,1.0
254,0,2.0,1.1920930376163597e-07,1.0
255,0,2.0,1.1920930376163597e-07,1.0
256,0,2.0,1.1920930376163597e-07,1.0
257,0,2.0,1.1920930376163597e-07,1.0
258,0,1.5013926029205322,0.6917538642883301,0.52638840675354
259,0,2.0,1.1920930376163597e-07,1.0
260,1,0.0,1.1920930376163597e-07,1.0
261,0,2.0,1.1920930376163597e-07,1.0
262,0,2.0,1.1920930376163597e-07,1.0
263,0,2.0,1.1920930376163597e-07,1.0
264,0,2.0,1.192212977230156e-07,1.0
265,0,2.0,1.1920930376163597e-07,1.0
266,1,0.0,1.1920930376163597e-07,1.0
267,0,2.0,1.1920930376163597e-07,1.0
268,0,2.0,1.1920930376163597e-07,1.0
269,0,1.7518324851989746,0.41420891880989075,0.8548467755317688
270,0,2.0,1.1920930376163597e-07,1.0
271,0,2.0,1.1920930376163597e-07,1.0
272,0,2.0,1.1920930376163597e-07,1.0
273,0,2.0,1.1920930376163597e-07,1.0
274,0,2.0,1.1920930376163597e-07,1.0
275,0,2.0,1.1920930376163597e-07,1.0
276,0,2.0,1.1920930376163597e-07,1.0
277,0,2.0,1.1920930376163597e-07,1.0
278,0,2.0,1.1920930376163597e-07,1.0
279,0,1.9999995231628418,3.3360086035827408e-06,0.9999997615814209
280,0,2.0,1.1920930376163597e-07,1.0
281,0,2.0,1.1920930376163597e-07,1.0
282,0,2.0,1.1920930376163597e-07,1.0
283,1,0.0,1.1920930376163597e-07,1.0
284,0,2.0,1.1920930376163597e-07,1.0
285,0,2.0,1.1920930376163597e-07,1.0
286,1,0.0,1.1920930376163597e-07,1.0
287,0,2.0,1.1920930376163597e-07,1.0
288,0,2.0,1.1920930376163597e-07,1.0
289,0,2.0,1.1920930376163597e-07,1.0
290,0,2.0,1.1920930376163597e-07,1.0
291,0,2.0,1.1920930376163597e-07,1.0
292,0,2.0,1.1920930376163597e-07,1.0
293,0,2.0,1.1920930376163597e-07,1.0
294,0,2.0,1.1920930376163597e-07,1.0
295,0,2.0,1.1920930376163597e-07,1.0
296,0,2.0,1.1920930376163597e-07,1.0
297,0,2.0,1.1920930376163597e-07,1.0
298,0,2.0,1.1920930376163597e-07,1.0
299,0,1.9999995231628418,3.6948511024093023e-06,0.9999997615814209
300,1,0.0,1.1920930376163597e-07,1.0
301,0,2.0,1.1920930376163597e-07,1.0
302,1,6.726249557331698e-10,0.0002181182208005339,0.9999816417694092
303,0,2.0,1.1920930376163597e-07,1.0
304,0,1.999999761581421,1.77360698216944e-06,0.9999998807907104
305,0,2.0,1.1920930376163597e-07,1.0
306,0,2.0,1.1920930376163597e-07,1.0
307,0,2.0,1.1920930376163597e-07,1.0
308,0,2.0,1.1920930376163597e-07,1.0
309,1,0.0,1.1920930376163597e-07,1.0
310,0,2.0,1.1920930376163597e-07,1.0
311,0,2.0,1.1920930376163597e-07,1.0
312,1,0.0,1.1920930376163597e-07,1.0
313,1,0.0,1.1920930376163597e-07,1.0
314,0,2.0,1.1920930376163597e-07,1.0
315,0,2.0,1.1920930376163597e-07,1.0
316,0,2.0,1.1920930376163597e-07,1.0
317,0,2.0,1.1920930376163597e-07,1.0
318,0,2.0,1.1920930376163597e-07,1.0
319,0,2.0,1.1920930376163597e-07,1.0
320,0,2.0,1.1920930376163597e-07,1.0
321,0,2.0,1.1920930376163597e-07,1.0
322,0,2.0,1.1920930376163597e-07,1.0
323,0,1.999999761581421,1.08191670733504e-06,0.9999998807907104
324,0,2.0,1.1920930376163597e-07,1.0
325,0,2.0,1.1920930376163597e-07,1.0
326,0,2.0,1.1921379439172597e-07,1.0
327,0,2.0,1.1920930376163597e-07,1.0
328,0,1.9999947547912598,3.6740839277626947e-05,0.9999973773956299
329,0,2.0,1.1920930376163597e-07,1.0
330,0,2.0,1.1920930376163597e-07,1.0
331,0,2.0,1.1920930376163597e-07,1.0
332,0,2.0,1.1920930376163597e-07,1.0
333,0,2.0,1.1920930376163597e-07,1.0
334,0,2.0,1.1920930376163597e-07,1.0
335,0,2.0,1.1920930376163597e-07,1.0
336,0,2.0,1.1920930376163597e-07,1.0
337,0,2.0,1.1920930376163597e-07,1.0
338,0,2.0,1.1920930376163597e-07,1.0
339,0,2.0,1.1920930376163597e-07,1.0
340,0,2.0,1.1920930376163597e-07,1.0
341,0,2.0,1.1920930376163597e-07,1.0
342,0,2.0,1.1920930376163597e-07,1.0
343,0,2.0,1.1920930376163597e-07,1.0
344,0,2.0,1.1920930376163597e-07,1.0
345,1,0.0,1.1920930376163597e-07,1.0
346,0,2.0,1.1920930376163597e-07,1.0
347,1,1.360685288903308e-20,1.2106896463137673e-07,1.0
348,0,2.0,1.1920930376163597e-07,1.0
349,0,2.0,1.1920930376163597e-07,1.0
350,0,2.0,1.1920930376163597e-07,1.0
351,0,2.0,1.1920930376163597e-07,1.0
352,0,2.0,1.1920930376163597e-07,1.0
353,0,2.0,1.1920930376163597e-07,1.0
354,1,0.0,1.1920930376163597e-07,1.0
355,1,0.0,1.1920930376163597e-07,1.0
356,0,2.0,1.1920930376163597e-07,1.0
357,0,2.0,1.1920930376163597e-07,1.0
358,0,2.0,1.1920930376163597e-07,1.0
359,0,2.0,1.1920930376163597e-07,1.0
360,0,2.0,1.1920930376163597e-07,1.0
361,0,2.0,1.1920930376163597e-07,1.0
362,0,2.0,1.1920930376163597e-07,1.0
363,0,2.0,1.1920930376163597e-07,1.0
364,0,2.0,1.1920930376163597e-07,1.0
365,0,2.0,1.1920930376163597e-07,1.0
366,1,0.0,1.1920930376163597e-07,1.0
367,1,0.0,1.1920930376163597e-07,1.0
368,0,2.0,1.1920930376163597e-07,1.0
369,0,2.0,1.1920930376163597e-07,1.0
370,0,1.9999988079071045,8.369906936422922e-06,0.9999994039535522
371,0,2.0,1.1920930376163597e-07,1.0
372,0,2.0,1.1920930376163597e-07,1.0
373,0,2.0,1.1920930376163597e-07,1.0
374,0,2.0,1.1920930376163597e-07,1.0
375,0,2.0,1.1920930376163597e-07,1.0
376,0,2.0,1.1920930376163597e-07,1.0
377,0,2.0,1.1920930376163597e-07,1.0
378,0,2.0,1.1920930376163597e-07,1.0
379,0,2.0,1.1920930376163597e-07,1.0
380,0,2.0,1.1920930376163597e-07,1.0
381,0,2.0,1.1920930376163597e-07,1.0
382,0,2.0,1.1920930376163597e-07,1.0
383,0,2.0,1.1920930376163597e-07,1.0
384,0,2.0,1.1920930376163597e-07,1.0
385,0,2.0,1.1920930376163597e-07,1.0
386,0,2.0,1.1920930376163597e-07,1.0
387,0,2.0,1.1920930376163597e-07,1.0
388,0,2.0,1.1920930376163597e-07,1.0
389,0,2.0,1.1920930376163597e-07,1.0
390,0,2.0,1.1920930376163597e-07,1.0
391,0,2.0,1.1920930376163597e-07,1.0
392,1,0.0,1.1920930376163597e-07,1.0
393,0,2.0,1.1920930376163597e-07,1.0
394,0,2.0,1.1920930376163597e-07,1.0
395,0,2.0,1.1920930376163597e-07,1.0
396,0,1.99995756149292,0.00013231279444880784,0.99998939037323
397,0,2.0,1.1920930376163597e-07,1.0
398,1,0.0,1.1920930376163597e-07,1.0
399,0,2.0,1.1920930376163597e-07,1.0
400,0,2.0,1.1920930376163597e-07,1.0
401,0,2.0,1.1920930376163597e-07,1.0
402,0,2.0,1.1920930376163597e-07,1.0
403,0,2.0,1.1920930376163597e-07,1.0
404,0,2.0,1.1920930376163597e-07,1.0
405,1,9.996381977392388e-14,3.3999772313109133e-06,0.9999997615814209
406,0,2.0,1.1920930376163597e-07,1.0
407,1,0.0,1.1920930376163597e-07,1.0
408,0,2.0,1.1920930376163597e-07,1.0
409,0,2.0,1.1920930376163597e-07,1.0
410,0,2.0,1.1920930376163597e-07,1.0
411,0,2.0,1.1920930376163597e-07,1.0
412,0,2.0,1.1920930376163597e-07,1.0
413,1,0.0,1.1920930376163597e-07,1.0
414,0,2.0,1.1920930376163597e-07,1.0
415,0,2.0,1.1920930376163597e-07,1.0
416,0,2.0,1.1920930376163597e-07,1.0
417,1,0.0,1.1920930376163597e-07,1.0
418,1,0.0,1.1920930376163597e-07,1.0
419,0,2.0,1.1920930376163597e-07,1.0
420,0,2.0,1.1920930376163597e-07,1.0
421,0,2.0,1.1920930376163597e-07,1.0
422,0,2.0,1.1920930376163597e-07,1.0
423,0,2.0,1.1920930376163597e-07,1.0
424,0,2.0,1.1920930376163597e-07,1.0
425,0,2.0,1.1920930376163597e-07,1.0
426,0,2.0,1.1920930376163597e-07,1.0
427,0,2.0,1.1920930376163597e-07,1.0
428,0,2.0,1.1920930376163597e-07,1.0
429,0,2.0,1.1920930376163597e-07,1.0
430,0,2.0,1.1920930376163597e-07,1.0
431,0,2.0,1.1920930376163597e-07,1.0
432,0,2.0,1.1920930376163597e-07,1.0
433,0,2.0,1.1920930376163597e-07,1.0
434,0,2.0,1.1920930376163597e-07,1.0
435,0,2.0,1.2543340233150957e-07,1.0
436,0,2.0,1.1920930376163597e-07,1.0
437,0,2.0,1.1920930376163597e-07,1.0
438,0,2.0,1.1920930376163597e-07,1.0
439,0,2.0,1.1920930376163597e-07,1.0
440,0,2.0,1.1920930376163597e-07,1.0
441,0,2.0,1.1920930376163597e-07,1.0
442,0,2.0,1.1920930376163597e-07,1.0
443,1,0.0,1.1920930376163597e-07,1.0
444,1,0.0,1.1920930376163597e-07,1.0
445,0,2.0,1.1920930376163597e-07,1.0
446,1,0.0,1.1920930376163597e-07,1.0
447,1,0.0,1.1920930376163597e-07,1.0
448,0,2.0,1.1920930376163597e-07,1.0
449,1,0.0,1.1920930376163597e-07,1.0
450,1,0.0,1.1920930376163597e-07,1.0
451,0,2.0,1.1920930376163597e-07,1.0
452,0,2.0,1.1920930376163597e-07,1.0
453,0,2.0,1.1920930376163597e-07,1.0
454,0,2.0,1.1920930376163597e-07,1.0
455,0,2.0,1.1920930376163597e-07,1.0
456,0,2.0,1.1920930376163597e-07,1.0
457,0,2.0,1.1920930376163597e-07,1.0
458,1,2.4854122170735356e-30,1.192093321833454e-07,1.0
459,0,2.0,1.1920930376163597e-07,1.0
460,0,2.0,1.1920930376163597e-07,1.0
461,0,2.0,1.1920930376163597e-07,1.0
462,0,2.0,1.1920930376163597e-07,1.0
463,0,2.0,1.1920930376163597e-07,1.0
464,0,2.0,1.1920930376163597e-07,1.0
465,0,2.0,1.1920930376163597e-07,1.0
466,0,2.0,1.1920930376163597e-07,1.0
467,0,2.0,1.1920930376163597e-07,1.0
468,0,2.0,1.1920930376163597e-07,1.0
469,0,2.0,1.1920930376163597e-07,1.0
470,1,0.0,1.1920930376163597e-07,1.0
471,0,2.0,1.1920930376163597e-07,1.0
472,0,2.0,1.1920930376163597e-07,1.0
473,0,2.0,1.1920930376163597e-07,1.0
474,0,2.0,1.1920930376163597e-07,1.0
475,0,2.0,1.1920930376163597e-07,1.0
476,0,2.0,1.1920930376163597e-07,1.0
477,0,2.0,1.1920930376163597e-07,1.0
478,0,2.0,1.1920930376163597e-07,1.0
479,0,2.0,1.1920930376163597e-07,1.0
480,0,2.0,1.1920930376163597e-07,1.0
481,1,0.0,1.1920930376163597e-07,1.0
482,0,2.0,1.1920930376163597e-07,1.0
483,1,0.0,1.1920930376163597e-07,1.0
484,0,2.0,1.1920930376163597e-07,1.0
485,0,2.0,1.1920930376163597e-07,1.0
486,0,2.0,1.1920930376163597e-07,1.0
487,0,2.0,1.1920930376163597e-07,1.0
488,0,2.0,1.1920930376163597e-07,1.0
489,0,2.0,1.1920930376163597e-07,1.0
490,0,2.0,1.1920930376163597e-07,1.0
491,0,2.0,1.1920930376163597e-07,1.0
492,0,2.0,1.1920930376163597e-07,1.0
493,0,2.0,1.1920930376163597e-07,1.0
494,0,2.0,1.1920930376163597e-07,1.0
495,1,0.0,1.1920930376163597e-07,1.0
496,0,2.0,1.1920930376163597e-07,1.0
497,0,2.0,1.1920930376163597e-07,1.0
498,0,2.0,1.1920930376163597e-07,1.0
499,0,2.0,1.1920930376163597e-07,1.0
500,0,2.0,1.1924343823466188e-07,1.0
501,0,2.0,1.1920930376163597e-07,1.0
502,1,0.0,1.1920930376163597e-07,1.0
503,0,2.0,1.3838088364082068e-07,1.0
504,0,2.0,1.1920930376163597e-07,1.0
505,0,1.7039225101470947,0.27133703231811523,0.9230174422264099
506,0,2.0,1.1920930376163597e-07,1.0
507,0,2.0,1.1920930376163597e-07,1.0
508,1,0.0,1.1920930376163597e-07,1.0
509,0,2.0,1.1920930376163597e-07,1.0
510,0,1.9999979734420776,8.226060344895814e-06,0.9999995231628418
511,0,2.0,1.1920930376163597e-07,1.0
512,0,2.0,1.1920930376163597e-07,1.0
513,0,2.0,1.1920930376163597e-07,1.0
514,1,3.2488075888365256e-29,1.1920938902676426e-07,1.0
515,0,2.0,1.1920930376163597e-07,1.0
516,0,2.0,1.1920930376163597e-07,1.0
517,0,2.0,1.1920930376163597e-07,1.0
518,0,2.0,1.1920930376163597e-07,1.0
519,0,2.0,1.1920930376163597e-07,1.0
520,0,2.0,1.1920930376163597e-07,1.0
521,0,2.0,1.1920930376163597e-07,1.0
522,0,1.9999847412109375,5.1293522119522095e-05,0.9999961853027344
523,0,2.0,1.1920930376163597e-07,1.0
524,0,2.0,1.1920930376163597e-07,1.0
525,0,2.0,1.1920930376163597e-07,1.0
526,0,2.0,1.1920930376163597e-07,1.0
527,0,2.0,1.1920930376163597e-07,1.0
528,1,0.0,1.1920930376163597e-07,1.0
529,0,2.0,1.1920930376163597e-07,1.0
530,0,2.0,1.1920930376163597e-07,1.0
531,1,0.0,1.1920930376163597e-07,1.0
532,0,2.0,1.1920930376163597e-07,1.0
533,0,2.0,1.1920930376163597e-07,1.0
534,0,2.0,1.1920930376163597e-07,1.0
535,1,0.0,1.1920930376163597e-07,1.0
536,0,2.0,1.1920930376163597e-07,1.0
537,0,2.0,1.1920930376163597e-07,1.0
538,1,0.0,1.1920930376163597e-07,1.0
539,0,2.0,1.1920930376163597e-07,1.0
540,0,2.0,1.1921648024326714e-07,1.0
541,0,2.0,1.1920930376163597e-07,1.0
542,0,2.0,1.1920930376163597e-07,1.0
543,0,2.0,1.1920930376163597e-07,1.0
544,1,0.0,1.1920930376163597e-07,1.0
545,0,2.0,1.1920930376163597e-07,1.0
546,0,2.0,1.1920930376163597e-07,1.0
547,0,2.0,1.1920930376163597e-07,1.0
548,0,2.0,1.1920930376163597e-07,1.0
549,0,2.0,1.1920930376163597e-07,1.0
550,0,2.0,1.1920930376163597e-07,1.0
551,0,2.0,1.1920930376163597e-07,1.0
552,0,2.0,1.1920930376163597e-07,1.0
553,0,2.0,1.1920930376163597e-07,1.0
554,1,0.0,1.1920930376163597e-07,1.0
555,0,2.0,1.1920930376163597e-07,1.0
556,0,2.0,1.1920930376163597e-07,1.0
557,0,2.0,1.1920930376163597e-07,1.0
558,0,2.0,1.1920930376163597e-07,1.0
559,1,0.0,1.1920930376163597e-07,1.0
560,0,2.0,1.1920930376163597e-07,1.0
561,1,0.0,1.1920930376163597e-07,1.0
562,0,2.0,1.1920930376163597e-07,1.0
563,0,2.0,1.1920930376163597e-07,1.0
564,0,2.0,1.1920930376163597e-07,1.0
565,1,0.23418353497982025,0.6424753069877625,0.6578132510185242
566,0,1.9838515520095825,0.04727024585008621,0.991859495639801
567,0,2.0,1.1920930376163597e-07,1.0
568,0,2.0,1.1920930376163597e-07,1.0
569,0,2.0,1.1920930376163597e-07,1.0
